batch_number	bug_id	severity	category	file_line	description
5	R07-C-015	MEDIUM	Prompt Issue	src/lib/accessibility/aiSuggestionService.js:101	The suggestViolationFix prompt directly interpolates user-controlled data (violation name, help text, HTML element content, CSS selector, page URL) into the prompt without any sanitization or length l
5	R09-A-007	HIGH	Deploy Risk	src/lib/accessibility/aiSuggestionService.js:26	The accessibility AI suggestion service has inconsistent production behavior compared to the main suggestionService.js. When VITE_CLAUDE_API_KEY is set and VITE_AI_PROXY_URL is not set, the accessibil
5	R06-101	HIGH	Social Cards	src/components/readability/ReadabilityShareView.jsx:70	ReadabilityShareView is a public-facing shared analysis page (no auth required) but has no SEOHead, no OG tags, no Twitter cards, and no meta description. When users share analysis links on social med
5	R06-105	MEDIUM	Heading Hierarchy	src/components/readability/ReadabilityShareView.jsx:168	ReadabilityShareView has heading hierarchy violations. The page starts with an h1 ('AI Readability Report') at line 168, then has h2 elements for sections (lines 219, 234, 281, 314, 345), but the erro
5	R07-B-001	high	Missing Disclaimer	src/components/readability/ReadabilityShareView.jsx:276-308	Public shared analysis view displays LLM coverage data (model names, content/headings/entities coverage percentages, usefulness scores) without any AI-generated content disclaimer. The AIDisclaimer co
5	R07-B-012	medium	Output Validation	src/components/readability/ReadabilityShareView.jsx:37-47	The getGradeFromScore function in the share view uses different grade boundaries than those used in the main application's gradeMapper utility (imported in ReadabilityScoreCard.jsx line 3). This means
5	R09-B-011	MEDIUM	Monitoring Gap	src/components/readability/ReadabilityShareView.jsx:98	The ReadabilityShareView is a public-facing page (no auth required) that loads shared analysis reports. When PDF export fails on this public page, the error is only logged to console.error (line 98). 
5	R10-B-016	MEDIUM	Feedback Gap	src/components/readability/ReadabilityShareView.jsx:93	The ReadabilityShareView's PDF export button (handleExportPDF at line 93-100) catches errors but only logs them to console. There is no user-facing error notification if the PDF export fails. Unlike o
5	R11-B-006	MEDIUM	Taxonomy Gap	src/components/readability/ReadabilityShareView.jsx:32	There is an inconsistency in the category taxonomy used for readability analysis across different components. ReadabilityWeightConfig defines categories as 'contentStructure', 'contentClarity', 'techn
5	R06-200	HIGH	Social Cards	src/lib/meta-generator/metaGeneratorService.js:467	Generated OG meta tags missing og:image property - the generateHtmlCode function never outputs og:image even though the metadata object may contain image data
5	R06-201	MEDIUM	Social Cards	src/lib/meta-generator/metaGeneratorService.js:478	Generated Twitter Card meta tags missing twitter:image property - social previews will have no image on Twitter/X
5	R06-202	MEDIUM	Meta Tag Issue	src/lib/meta-generator/metaGeneratorService.js:451	Generated HTML includes deprecated meta keywords tag which is ignored by Google and may signal spam to search engines
5	R06-216	LOW	Meta Tag Issue	src/lib/meta-generator/metaGeneratorService.js:399	Static meta title fallback uses firstSentence.slice(0, 50) without checking for mid-word truncation, potentially producing broken titles
5	R07-C-004	HIGH	Token Management	src/lib/meta-generator/metaGeneratorService.js:210	The generateMetadata function truncates input text to 15,000 characters using a naive `text.slice(0, 15000)` call that may cut content mid-word, mid-sentence, or mid-paragraph. This truncation does no
5	R07-C-005	HIGH	Output Validation	src/lib/meta-generator/metaGeneratorService.js:354	The parseMetadataResponse function does not validate that the AI-generated meta title and description actually conform to the length requirements specified in the prompt (title: 50-60 chars, descripti
5	R09-A-017	HIGH	Deploy Risk	src/lib/meta-generator/metaGeneratorService.js:123	The PDF extraction function loads the pdf.js web worker from an external CDN (cdnjs.cloudflare.com) at runtime using a protocol-relative URL. This creates multiple deployment risks: (1) the CDN could 
5	R09-A-008	MEDIUM	Build Issue	vite.config.js:25	The Vite build configuration raises the chunkSizeWarningLimit to 600KB (line 25), which is 3x the default 200KB limit. The comment says 'Increase warning limit since we have lazy loading,' but this ef
5	R09-A-014	MEDIUM	Caching Gap	vite.config.js:11	The Vite build configuration does not explicitly configure output file naming with content hashes for assets beyond the default. While Vite does add hashes to JS chunks by default, there is no explici
5	R09-A-015	LOW	Build Issue	vite.config.js:5	The Vite configuration does not explicitly set the build.sourcemap option. By default, Vite does not generate source maps for production builds. While this is often desired for security (not exposing 
5	R09-A-016	LOW	Code Splitting	vite.config.js:20	The manualChunks configuration in vite.config.js groups 'htmlparser2', 'franc', and 'jszip' together as 'vendor-readability' (line 20). However, jszip is also used by the audit module (src/lib/audit/z
5	R09-B-007	MEDIUM	Build Issue	vite.config.js:25	The chunkSizeWarningLimit is set to 600KB, which is 20% above Vite's default of 500KB. The comment states 'Increase warning limit since we have lazy loading', but this masks genuine bundle size proble
5	R09-C-008	MEDIUM	Build Issue	vite.config.js:25	The Vite build configuration sets chunkSizeWarningLimit to 600KB (line 25), which suppresses warnings for chunks up to 600KB. The default Vite limit is 500KB, and the stated reason is 'since we have l
5	R09-C-015	LOW	Code Splitting	vite.config.js:20	The manualChunks configuration in vite.config.js includes 'htmlparser2' and 'franc' in the 'vendor-readability' chunk (line 20), but these libraries are used exclusively by the readability analysis fe
6	R11-A-002	HIGH	Taxonomy Gap	src/data/glossary.js:246	The glossaryCategories array defines only 8 filterable categories (plus 'All'), but the glossary terms use 11 distinct categories. Three categories used by actual terms -- 'SERP Features' (id 8, Featu
6	R11-A-003	HIGH	Content Relationship	src/data/glossary.js:9	Every relatedTerms entry in the glossary references terms that do not exist as glossary entries. Out of 30 glossary terms, the relatedTerms arrays collectively reference 39 unique term names (such as 
6	R11-A-009	MEDIUM	Metadata Issue	src/data/glossary.js:210	The glossary term 'Title Tag' (id 26) uses the example '<title>Best Running Shoes 2024 - Reviews & Buying Guide</title>' with the year 2024. Given the system is deployed in 2026, this example is stale
6	R11-A-015	MEDIUM	Governance Gap	src/data/glossary.js:3	The glossary contains only 30 terms for an SEO content strategy portal that features 353 checklist items across 25 categories and includes specialized tools for accessibility (WCAG), readability, sche
6	R11-B-001	HIGH	Taxonomy Gap	src/data/glossary.js:246	The glossaryCategories array contains only 8 categories ('Fundamentals', 'On-Page SEO', 'Technical SEO', 'Content Strategy', 'Performance', 'Off-Page SEO', 'Metrics', 'International SEO'), but glossar
6	R11-C-001	HIGH	Taxonomy Gap	src/data/glossary.js:246	The glossaryCategories array includes categories that do not match the full set of categories actually assigned to glossary terms. The categories 'SERP Features', 'Link Building', and 'Content Quality
6	R11-C-002	MEDIUM	Terminology	src/data/glossary.js:31	The glossary entry for 'Core Web Vitals' (id 4) references 'INP (interactivity)' as the current interactivity metric, which is correct for WCAG 2.2 era. However, the Title Tag entry (id 26) contains '
6	R01-009	MEDIUM	React Anti-Pattern	src/components/audit/ScheduledAuditsPanel.jsx:419	Multiple dynamic Tailwind CSS class names constructed via string interpolation throughout the component (e.g., bg-${scoreColor}-100, text-${scoreColor}-600, bg-${trend.color}-100). These will be purge
6	R01-010	MEDIUM	Hook Misuse	src/components/audit/ScheduledAuditsPanel.jsx:790	The useEffect for checking schedule conflicts has eslint-disable-next-line for exhaustive deps. checkConflicts function is defined inside the component body and not memoized, but is excluded from the 
6	R03-006	HIGH	Grammar/Spelling	src/components/audit/ScheduledAuditsPanel.jsx:713	The delete confirmation subtitle says 'This action can be undone' when it should say 'This action cannot be undone'. The word 'not' is missing, completely reversing the intended warning meaning. The a
6	R03-008	LOW	Terminology Inconsistency	src/components/audit/ScheduledAuditsPanel.jsx:363	The stats label says 'Pages Scanned' within the Technical Audit tool, which elsewhere uses 'audited' terminology (e.g., 'Audit Page', 'AuditHistoryPanel'). This continues the scan/audit terminology in
6	R03-009	LOW	Missing Label	src/components/audit/ScheduledAuditsPanel.jsx:842	The close button (X icon) in the Create/Edit Audit Schedule modal lacks an aria-label attribute. Screen readers will not announce the purpose of this button.
6	R10-A-014	LOW	Form UX Issue	src/components/audit/ScheduledAuditsPanel.jsx:796	The AuditScheduleFormModal has a 3-step wizard but allows skipping directly to any step by clicking the step indicator bars (lines 851-862). The handleSubmit validates required fields (name, url, cate
6	R01-103	MEDIUM	Performance Bug	src/components/readability/ReadabilityCoverageTable.jsx:58	The sortedData computation on lines 58-68 is not wrapped in useMemo. It performs array spread and sort on every render, even when data, sortCol, and sortDir have not changed.
6	R03-102	MEDIUM	Missing Label	src/components/readability/ReadabilityCoverageTable.jsx:40	Column header 'Time' is ambiguous and lacks a unit or clarification. Users cannot tell if this is processing time, response time, or total analysis time, nor what unit is expected.
6	R03-103	MEDIUM	Jargon	src/components/readability/ReadabilityCoverageTable.jsx:38	Column header 'Entities %' uses NLP/SEO jargon. Most content strategists would not immediately know what 'entities' means in this context (named entities extracted by AI models).
6	R04-104	LOW	Labeling Issue	src/components/readability/ReadabilityCoverageTable.jsx:35	Column headers in the coverage table use inconsistent label formats: 'Content %', 'Headings %', 'Entities %' use suffix-percent notation, while 'Usefulness' and 'Time' have no unit indicator. The 'AI 
6	R05-103	HIGH	Keyboard Nav Gap	src/components/readability/ReadabilityCoverageTable.jsx:90	Sortable table column headers use onClick on <th> elements but are not keyboard accessible. The <th> elements have no tabIndex, role='button', or onKeyDown handler, so keyboard-only users cannot trigg
6	R05-105	MEDIUM	Screen Reader	src/components/readability/ReadabilityCoverageTable.jsx:80	The data table lacks an accessible name. While it has role='table', there is no aria-label or aria-labelledby linking it to the 'Coverage Comparison' heading above, so screen readers announce it as an
6	R01-203	HIGH	Race Condition	src/hooks/useReadabilityAnalysis.js:454	In analyzeUrl, the abort signal is read from abortControllerRef.current at line 454 before runAnalysis creates a new AbortController at line 309. If analyzeUrl is called twice rapidly, the second call
6	R03-206	MEDIUM	Jargon	src/hooks/useReadabilityAnalysis.js:60	Error message 'AI proxy URL not configured. Set VITE_AI_PROXY_URL in your environment.' exposes internal environment variable names to end users
6	R03-207	MEDIUM	Jargon	src/hooks/useReadabilityAnalysis.js:102	Error message 'Failed to fetch URL content' uses technical HTTP terminology rather than user-friendly language
6	R04-202	HIGH	Cognitive Overload	src/hooks/useReadabilityAnalysis.js:25	The analysis state machine exposes 6 granular internal states (idle, fetching, extracting, analyzing, scoring, error) directly to UI consumers. This creates unnecessary cognitive complexity for users 
6	R05-212	MEDIUM	Screen Reader	src/hooks/useReadabilityAnalysis.js:263	Analysis progress callback (handleProgress) updates state with stage and message but provides no aria-live announcement mechanism. The multi-step analysis pipeline (fetching, extracting, analyzing, sc
6	R08-C-015	MEDIUM	Workflow Gap	src/hooks/useReadabilityAnalysis.js:173	The enforceStorageLimit function auto-deletes the oldest analyses when the storage limit is exceeded, but this happens silently with no user notification or confirmation. Users lose historical analysi
7	R02-208	MEDIUM	Color Inconsistency	src/hooks/useDueDates.js:184	The getDueDateUrgency function returns 'yellow' as a color for items due in 2-3 days (line 184). The design system in index.css defines badges for amber (badge-warning) but not for 'yellow'. Using 'ye
7	R03-200	LOW	Terminology Inconsistency	src/hooks/useDueDates.js:97	Error toast message 'Failed to update' is inconsistent with other error toasts in the same hook that include the object name
7	R03-201	LOW	Terminology Inconsistency	src/hooks/useDueDates.js:108	Error toast 'Failed to delete' is truncated compared to other error messages in the same hook
7	R05-209	MEDIUM	Color Contrast	src/hooks/useDueDates.js:184	getDueDateUrgency function returns color-only status indicators ('red', 'amber', 'orange', 'yellow', 'blue', 'charcoal') without any text-based alternative for distinguishing urgency. Components consu
7	R10-C-015	MEDIUM	Feedback Gap	src/hooks/useDueDates.js:112	The markComplete function silently succeeds or fails without any user feedback. Unlike addDueDate, updateDueDate, and deleteDueDate which all show toast messages, markComplete has no toast notificatio
7	R11-C-011	HIGH	Editorial Workflow	src/hooks/useDueDates.js:64	The due date system supports only three type values: 'task', 'project', and 'reminder' (line 64). There is no support for content lifecycle milestone types such as 'content_review', 'content_refresh',
7	R02-215	LOW	Color Inconsistency	src/hooks/useExportHistory.js:53	The EXPORT_TYPES configuration (lines 20-63) uses 'rose' as the color for SCHEMA exports (line 53), while the ITEM_TYPE_INFO in useProjectLinkedItems.js (line 51) also uses 'rose' for schema items. Ho
7	R03-202	LOW	Terminology Inconsistency	src/hooks/useExportHistory.js:44	Label 'Meta Data' uses two words while standard industry terminology is 'Metadata' (one word)
7	R04-200	MEDIUM	Taxonomy Issue	src/hooks/useExportHistory.js:20	Inconsistent taxonomy between EXPORT_TYPES and LINKED_ITEM_TYPES for the same conceptual entities. EXPORT_TYPES uses AUDIT/ACCESSIBILITY/IMAGE_ALT/META_DATA/SCHEMA/CHECKLIST while LINKED_ITEM_TYPES us
7	R09-C-014	MEDIUM	Monitoring Gap	src/hooks/useExportHistory.js:110	The logExport function (line 100-113) catches errors but only logs them to console.error and returns null. There is no metric tracking for export success/failure rates, no tracking of export durations
7	R10-C-008	MEDIUM	Missing Error State	src/hooks/useExportHistory.js:87	The useExportHistory hook's onSnapshot listener does not include an error callback. If the Firestore query fails, loading remains true indefinitely. Additionally, the logExport function (line 100) sil
7	R10-C-012	HIGH	Missing Empty State	src/hooks/useExportHistory.js:131	The usePendingExports hook is a stub implementation that always returns empty arrays for all export categories. The pending state is initialized with empty arrays (line 132-139) and never populated - 
7	R06-102	HIGH	Sitemap Gap	src/config/seo.js:27	The pageSEO configuration defines entries for public feature pages but has no entry for the readability tool (/features/readability or /app/readability). Additionally, no sitemap.xml generation is imp
7	R06-103	MEDIUM	Schema Error	src/config/seo.js:144	The organizationSchema foundingDate uses '2024' as a plain string. Schema.org expects foundingDate to be in ISO 8601 date format (YYYY-MM-DD or YYYY). While '2024' is technically a valid year, Google'
7	R06-111	LOW	Schema Error	src/config/seo.js:150	The softwareSchemas entries for 'audit' (line 175) and 'accessibility' (line 196) are missing the 'screenshot' property that the 'planner' schema includes at line 172. Google Rich Results uses screens
7	R06-114	LOW	Social Cards	src/config/seo.js:20	The defaultMeta.ogImage points to a static path '${SITE_URL}/og-image.png' but there is no mechanism to verify this image exists, and there are no page-specific OG images. All pages share the same gen
7	R09-B-003	HIGH	Deploy Risk	src/config/seo.js:9	The site URL is hardcoded as 'https://contentstrategyportal.com' with a TODO comment 'Update with actual domain'. This value is used for all canonical URLs, Open Graph meta tags, Twitter Card URLs, sc
7	R11-B-002	MEDIUM	Terminology	src/config/seo.js:113	The SEO configuration for the glossary page at pageSEO['help/glossary'] claims '100+ Terms Explained Simply' in the title tag, but the glossary data file (src/data/glossary.js) contains only 30 terms.
7	R06-203	HIGH	Schema Error	src/lib/schema-generator/schemaGeneratorService.js:489	validateSchema checks @context with string includes('schema.org') which would pass invalid contexts like 'not-schema.org' or 'myschema.org'
7	R06-204	MEDIUM	Schema Error	src/lib/schema-generator/schemaGeneratorService.js:508	Schema validation for Article types does not check headline length - Google requires headline to be under 110 characters for rich results eligibility
7	R06-215	MEDIUM	Schema Error	src/lib/schema-generator/schemaGeneratorService.js:436	Static FAQPage schema generated with empty mainEntity array which is invalid - Google requires at least one Question in mainEntity for FAQPage rich results
7	R07-C-010	MEDIUM	AI Error Handling	src/lib/schema-generator/schemaGeneratorService.js:373	The parseSchemaResponse function for schema generation uses the same greedy regex pattern as other services (`content.match(/\{[\s\S]*\}/)`), but this is particularly dangerous for schema generation b
7	R09-A-002	CRITICAL	Deploy Risk	src/lib/schema-generator/schemaGeneratorService.js:38	Three of the five AI service modules (schemaGeneratorService.js, imageAltService.js, metaGeneratorService.js) allow direct API key usage in production without blocking it. Unlike suggestionService.js 
7	R09-C-009	MEDIUM	Deploy Risk	src/lib/schema-generator/schemaGeneratorService.js:38	Unlike suggestionService.js which throws an error when API key is used in production, schemaGeneratorService.js getApiConfig() (line 30-43) returns { useProxy: false, apiKey } without any production g
7	R11-A-001	CRITICAL	Content Model Issue	src/data/checklistData.js:1	The checklist data contains 353 items, but the entire portal consistently claims '321-item checklist' across at least 15 locations including the landing page, feature detail page, onboarding walkthrou
7	R11-A-008	MEDIUM	Terminology	src/data/checklistData.js:59	Two checklist items provide contradictory guidance for Time to First Byte (TTFB) targets. Item 58 (line 59) states 'Reduce server response time (TTFB - Time to First Byte) to under 600ms'. Item 154 (l
7	R11-A-012	LOW	Governance Gap	src/data/checklistData.js:59	The checklist data contains overlapping/near-duplicate items with inconsistent metadata. For example, items 58 and 154 both address TTFB optimization but with different targets (600ms vs 800ms) and di
7	R11-A-014	LOW	Metadata Issue	src/data/checklistData.js:2	Checklist items define metadata fields inconsistently. While all items include id, phase, priority, item, owner, category, projectTypes, effortLevel, and riskLevel, the custom item model (AddCustomIte
7	R11-B-004	MEDIUM	Metadata Issue	src/data/checklistData.js:1	The checklistData items lack several metadata fields that are essential for content governance and lifecycle management. Each item has id, phase, priority, item (description), owner, category, project
7	R11-C-003	CRITICAL	Content Model Issue	src/data/checklistData.js:1	The checklist data model uses a flat array of 198+ items with inconsistent category taxonomy. The 'category' field uses free-text strings without a controlled vocabulary or enum. For example, 'Foundat
8	R01-104	MEDIUM	React Anti-Pattern	src/components/readability/ReadabilityInputScreen.jsx:292	Direct localStorage access during render (!localStorage.getItem('readability-onboarded')) causes SSR incompatibility and will throw a ReferenceError in server-side rendering environments where localSt
8	R01-105	MEDIUM	State Bug	src/components/readability/ReadabilityInputScreen.jsx:308	The dismiss button for the onboarding callout calls setActiveTab(activeTab) as a hack to force re-render after writing to localStorage. This does not actually force a re-render since React will bail o
8	R07-B-015	low	Token Management	src/components/readability/ReadabilityInputScreen.jsx:222-226	The paste input tab limits content to 2MB by raw byte size but has no consideration for token limits of the AI models that will process the content. A 2MB HTML file could contain hundreds of thousands
8	R09-B-013	MEDIUM	Caching Gap	src/components/readability/ReadabilityInputScreen.jsx:292	The first-use onboarding callout directly accesses localStorage.getItem('readability-onboarded') during render without using the storageHelpers utility and without try/catch error handling. If localSt
8	R10-B-009	MEDIUM	Edge Case	src/components/readability/ReadabilityInputScreen.jsx:292	The first-use onboarding callout (line 292-315) reads from localStorage synchronously during render with localStorage.getItem('readability-onboarded'). This has two edge cases: (1) In SSR or environme
8	R01-107	HIGH	Race Condition	src/components/readability/ReadabilityPage.jsx:83	The useEffect that loads an analysis by ID (lines 80-96) fires an async operation but does not track whether the component is still mounted or whether the analysisId has changed. If a user navigates b
8	R01-108	HIGH	Hook Misuse	src/components/readability/ReadabilityPage.jsx:96	The useEffect dependency array omits history.getAnalysisById (suppressed with eslint-disable). If the history hook reference changes, the effect uses a stale function reference that may not work corre
8	R01-117	MEDIUM	Memory Leak	src/components/readability/ReadabilityPage.jsx:58	The useEffect for keyboard shortcuts adds an event listener on every showShortcuts change and removes it on cleanup. However, during the transition window between cleanup and re-registration, if the c
8	R06-100	HIGH	Meta Tag Issue	src/components/readability/ReadabilityPage.jsx:67	ReadabilityPage sets document.title via direct DOM manipulation instead of using the SEOHead component. This means no meta description, no canonical URL, no OG tags, and no Twitter cards are set for t
8	R07-B-014	high	AI Error Handling	src/components/readability/ReadabilityPage.jsx:117-139	The three analysis handler functions (handleAnalyzeUrl, handleAnalyzeHtml, handleAnalyzePaste) all catch errors silently with empty catch blocks containing only a comment '// Error is handled in hook'
8	R01-204	MEDIUM	Memory Leak	src/hooks/useFileAttachments.js:114	uploadFile creates a Promise wrapping uploadBytesResumable with state_changed listener callbacks that call setUploading and setUploadProgress. If the component unmounts during upload, these callbacks 
8	R03-203	MEDIUM	Unclear CTA	src/hooks/useFileAttachments.js:88	Error message 'File type not allowed' does not tell the user which file types ARE allowed
8	R05-211	MEDIUM	Form A11y	src/hooks/useFileAttachments.js:96	File upload progress (uploadProgress state 0-100) has no mechanism for live region announcement. During file upload, the progress percentage updates from 0 to 100 but the hook provides no aria-live an
8	R08-C-006	HIGH	Permission Issue	src/hooks/useFileAttachments.js:171	The deleteFile function does not verify that the current user is the uploader of the file (uploadedBy field). Any user with access to the project and item can delete file attachments uploaded by other
8	R10-C-007	HIGH	Undo Missing	src/hooks/useFileAttachments.js:171	The deleteFile function permanently deletes both the file from Firebase Storage and its metadata from Firestore without any confirmation step or undo mechanism. Once deleted, the file cannot be recove
8	R01-205	MEDIUM	Race Condition	src/hooks/useReadabilityHistory.js:114	loadHistory references `lastDoc` from closure state (line 114) but when called with resetPagination=false, it uses a potentially stale lastDoc value if multiple loadMore calls are triggered before the
8	R01-213	LOW	React Anti-Pattern	src/hooks/useReadabilityHistory.js:318	Two useEffect hooks at lines 314 and 321 both suppress the react-hooks/exhaustive-deps ESLint rule with eslint-disable-line comments. The effect at line 314 depends on loadHistory but only lists curre
8	R04-205	HIGH	IA Problem	src/hooks/useReadabilityHistory.js:21	STORAGE_LIMITS is duplicated identically in both useReadabilityHistory.js (line 21) and useReadabilityAnalysis.js (line 38). This role-based configuration defines storage tiers (admin:500, project_man
8	R04-206	MEDIUM	Navigation Gap	src/hooks/useReadabilityHistory.js:346	The hook exposes both 'loadHistory: refresh' and 'refresh' as separate return values (lines 367-372), but they both point to the same function. This creates a confusing navigation/action API where con
8	R10-C-014	LOW	Edge Case	src/hooks/useReadabilityHistory.js:128	The client-side URL text search and date range filters in useReadabilityHistory are applied after Firestore pagination. This means if Firestore returns a full page of 20 results but client-side filter
8	R01-210	LOW	Memory Leak	src/lib/pdfGenerator.js:301	previewPDF creates a blob URL with URL.createObjectURL, opens it in a new window, then immediately schedules URL.revokeObjectURL after only 100ms (line 304). If the browser hasn't finished loading the
8	R02-212	LOW	Visual Hierarchy	src/lib/pdfGenerator.js:250	In the PDF checklist's didDrawCell callback (lines 246-261), priority text is drawn manually over the auto-table cell content. The code draws the colored priority text at position (data.cell.x + 2, da
8	R02-213	LOW	Typography Bug	src/lib/pdfGenerator.js:299	The previewPDF function (lines 299-305) calls URL.revokeObjectURL after only 100ms timeout (line 304). If the browser has not yet finished loading the PDF blob into the new window/tab, the URL will be
8	R05-214	MEDIUM	Screen Reader	src/lib/pdfGenerator.js:299	previewPDF opens a new browser window with window.open but provides no accessible name for the new window/tab. The URL.createObjectURL blob URL gives no meaningful title. Additionally, the setTimeout 
8	R09-C-004	HIGH	Bundle Size	src/lib/pdfGenerator.js:7	pdfGenerator.js statically imports jsPDF and jspdf-autotable at the top level (lines 7-8), similar to unifiedExportService.js. Additionally, excelExport.js (line 1) statically imports ExcelJS. These s
9	R02-113	high	Dark Mode Bug	src/components/shared/LinkToProjectModal.jsx:69	LinkToProjectModal dialog container and all inner elements lack dark mode support. Only the outer backdrop has a charcoal-900/60 tint.
9	R05-113	HIGH	Focus Trap	src/components/shared/LinkToProjectModal.jsx:68	The LinkToProjectModal renders as a full-screen overlay but has no focus trap. While it handles Escape key, Tab can move focus to elements behind the modal backdrop. The modal container also lacks rol
9	R05-114	MEDIUM	ARIA Missing	src/components/shared/LinkToProjectModal.jsx:85	The close button (X icon) in the LinkToProjectModal header lacks an aria-label. The button only contains an SVG icon with no text, making it unidentifiable to screen readers.
9	R05-115	MEDIUM	Form A11y	src/components/shared/LinkToProjectModal.jsx:98	The search input in the LinkToProjectModal has placeholder text but no aria-label or associated <label> element. Screen readers announce it as an unlabeled text input.
9	R08-B-011	MEDIUM	Missing Feature	src/components/shared/LinkToProjectModal.jsx:55	The LinkToProjectModal allows linking items to projects but provides no mechanism to unlink an item from a project. Once an item is linked (handleLink function, line 55), the 'Linked' badge is shown (
9	R03-105	LOW	Unclear CTA	src/components/readability/ReadabilityHistory.jsx:362	The 'Load More' button uses a BarChart3 icon which is semantically unrelated to loading more items. The icon suggests analytics or chart data, not pagination.
9	R04-110	MEDIUM	Navigation Gap	src/components/readability/ReadabilityHistory.jsx:220	The sort toggle button cycles through both sort field AND sort direction simultaneously in one click. The button label shows the current sort field ('Date' or 'Score') but the click handler toggles bo
9	R05-108	LOW	Screen Reader	src/components/readability/ReadabilityHistory.jsx:357	The loading spinner on the 'Load More' button uses a visual spinning border animation but lacks role='status' or aria-label to announce loading state to screen readers.
9	R10-B-011	LOW	Missing Empty State	src/components/readability/ReadabilityHistory.jsx:174	The ReadabilityHistory component properly handles the initial empty state (no analyses at all, line 174-185) and the loading state (line 154-171), but does not handle the 'no search results' empty sta
9	R11-B-015	MEDIUM	Lifecycle Issue	src/components/readability/ReadabilityHistory.jsx:102	The ReadabilityHistory component supports viewing and deleting past analyses, but provides no content lifecycle management capabilities such as: archiving analyses (to preserve but hide from active vi
9	R03-106	MEDIUM	Terminology Inconsistency	src/components/readability/ReadabilityCrossToolLinks.jsx:132	Cross-tool links display an ExternalLink icon (arrow pointing outside) but these are internal navigation links using React Router <Link> component. The external link icon implies leaving the applicati
9	R04-105	HIGH	IA Problem	src/components/readability/ReadabilityCrossToolLinks.jsx:67	ReadabilityCrossToolLinks accepts 'analysis' as its prop but the parent ReadabilityDashboard passes 'sourceUrl' and 'checkResults' as separate props (line 511-513). The component expects analysis.sour
9	R04-113	MEDIUM	IA Problem	src/components/readability/ReadabilityCrossToolLinks.jsx:50	The cross-tool links component defines navigation to '/app/content-planner' and '/app/keyword-research' (lines 50-64), but these paths do not correspond to any registered tools in the tools.js config.
9	R06-109	MEDIUM	Internal Links	src/components/readability/ReadabilityCrossToolLinks.jsx:50	ReadabilityCrossToolLinks references paths '/app/content-planner' and '/app/keyword-research' (lines 54, 62) that do not correspond to any actual routes or tools in the tools.js registry. The Content 
9	R11-B-005	CRITICAL	Content Relationship	src/components/readability/ReadabilityCrossToolLinks.jsx:49	The CROSS_TOOL_LINKS array includes links to '/app/content-planner' and '/app/keyword-research' tools that do not exist in the application. The tools registry in src/config/tools.js defines tools with
9	R07-A-001	HIGH	Missing Disclaimer	src/components/audit/ai/AISuggestions.jsx:89	The AISuggestions component displays AI-generated SEO title, meta description, and H1 suggestions without any disclaimer or warning that the output is AI-generated and may be inaccurate. While the com
9	R07-A-002	HIGH	Output Validation	src/components/audit/ai/AISuggestions.jsx:42	The AISuggestions component stores the raw result from 'suggestAllSEO' directly into state without any validation or sanitization of the AI response structure. The component accesses deeply nested pro
9	R07-A-003	MEDIUM	Confidence Gap	src/components/audit/ai/AISuggestions.jsx:170	The AISuggestions component displays AI-generated title, meta description, and H1 suggestions with 'reasoning' text but provides no confidence score or reliability indicator for each suggestion. Users
9	R07-A-010	MEDIUM	AI Error Handling	src/components/audit/ai/AISuggestions.jsx:43	The AISuggestions component has a basic try/catch error handler that displays the raw error message, but it lacks retry logic, exponential backoff, or specific handling for common AI service failures.
9	R07-A-012	LOW	Model Selection	src/components/audit/ai/AISuggestions.jsx:82	The AISuggestions component's unavailable state (line 82) instructs users to add a 'VITE_CLAUDE_API_KEY' environment variable to enable AI suggestions. This hardcodes a dependency on Claude/Anthropic 
9	R01-001	MEDIUM	Memory Leak	src/components/accessibility/FixSuggestionsPanel.jsx:740	setTimeout in handleCopy never cleared on unmount. If component unmounts before 2s timer completes, setCopiedSection will be called on unmounted component.
9	R02-005	LOW	Visual Hierarchy	src/components/accessibility/FixSuggestionsPanel.jsx:775	Two adjacent text elements use nearly identical color classes (text-charcoal-500 dark:text-charcoal-400 and text-charcoal-500 dark:text-charcoal-500) resulting in no visual differentiation between pri
9	R05-002	MEDIUM	ARIA Missing	src/components/accessibility/FixSuggestionsPanel.jsx:834	Copy code buttons for 'Before' and 'After' code sections lack aria-label attributes describing their function; they only contain an SVG icon
9	R05-003	LOW	Semantic HTML	src/components/accessibility/FixSuggestionsPanel.jsx:873	Best Practices toggle button lacks aria-expanded attribute to indicate collapsed/expanded state of the tips list below it
9	R01-114	LOW	Performance Bug	src/components/readability/ReadabilityWeightConfig.jsx:35	The handleChange useCallback depends on localWeights, which means a new function is created every time any slider moves. This defeats the purpose of useCallback since the dependency changes on every i
9	R02-107	medium	Dark Mode Bug	src/components/readability/ReadabilityWeightConfig.jsx:84	Validation status text for weight total uses text-emerald-600 and text-red-600 with no dark: variants, causing poor contrast on dark backgrounds.
9	R08-B-009	MEDIUM	Lifecycle Issue	src/components/readability/ReadabilityWeightConfig.jsx:26	The ReadabilityWeightConfig component stores custom weight configurations only in local component state. When the user adjusts weights and clicks 'Apply Weights', the onChange callback fires (line 41)
